,count_bindings_in_miRNA,pair_state_No,mFE,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,pair_state_Yes,binding_count,armType_loop,interiorLoopCount,index,clusterName,chrom,start,end,miRNA,sample,annotation
133,17,0,-42.6,1,29,5,0.85,1,29,0,5,133,mapped_mirna_ERR038410:miRCluster_148_24:chr5:149428976_149428999+,5,149428976,149428999,True,ERR038410,Hsa-Mir-143_pri
134,15,0,-41.1,1,30,4,0.79,1,30,0,6,134,mapped_mirna_ERR038410:miRCluster_149_24:chr5:149430661_149430684+,5,149430661,149430684,True,ERR038410,Hsa-Mir-145_pri
135,16,0,-41.1,1,30,4,0.8,1,30,0,6,135,mapped_mirna_ERR038410:miRCluster_150_23:chr5:149430699_149430721+,5,149430699,149430721,True,ERR038410,Hsa-Mir-145_pri
136,19,1,-35.8,1,32,3,0.86,0,32,0,5,136,mapped_mirna_ERR038410:miRCluster_153_24:chr5:160485372_160485395+,5,160485372,160485395,True,ERR038410,Hsa-Mir-146-P4_pri
137,18,1,-34.2,1,31,2,0.86,0,31,0,6,137,mapped_mirna_ERR038410:miRCluster_161_25:chr5:168560903_168560927-,5,168560903,168560927,True,ERR038410,Hsa-Mir-103-P4_pri
138,17,0,-32.0,1,28,2,0.85,1,28,0,4,138,mapped_mirna_ERR038410:miRCluster_172_22:chr6:71376964_71376985-,6,71376964,71376985,True,ERR038410,Hsa-Mir-30-P2b_pri
139,16,0,-32.0,1,28,3,0.76,1,28,0,4,139,mapped_mirna_ERR038410:miRCluster_173_24:chr6:71377002_71377025-,6,71377002,71377025,True,ERR038410,Hsa-Mir-30-P2b_pri
140,20,0,-44.5,1,34,11,1.0,1,34,0,4,140,mapped_mirna_ERR038410:miRCluster_174_22:chr6:71403554_71403575-,6,71403554,71403575,True,ERR038410,Hsa-Mir-30-P1b_pri
141,20,0,-44.5,1,34,5,0.91,1,34,0,4,141,mapped_mirna_ERR038410:miRCluster_175_24:chr6:71403593_71403616-,6,71403593,71403616,True,ERR038410,Hsa-Mir-30-P1b_pri
142,17,1,-24.0,1,24,0,0.81,0,24,0,4,142,mapped_mirna_ERR038410:miRCluster_186_24:chr7:25949920_25949943-,7,25949920,25949943,True,ERR038410,Hsa-Mir-148-P1_pri
143,18,1,-41.2,1,33,5,0.82,0,33,0,8,143,mapped_mirna_ERR038410:miRCluster_189_23:chr7:100093570_100093592-,7,100093570,100093592,True,ERR038410,Hsa-Mir-92-P2d_pri
144,18,1,-53.2,1,34,4,0.82,0,34,0,5,144,mapped_mirna_ERR038410:miRCluster_191_24:chr7:100093814_100093837-,7,100093814,100093837,True,ERR038410,Hsa-Mir-17-P4d_pri
145,14,0,-51.4,1,32,8,0.7,1,32,0,5,145,mapped_mirna_ERR038410:miRCluster_192_24:chr7:100094002_100094025-,7,100094002,100094025,True,ERR038410,Hsa-Mir-17-P1d_pri
146,15,0,-51.4,1,32,5,0.71,1,32,0,5,146,mapped_mirna_ERR038410:miRCluster_193_22:chr7:100094042_100094063-,7,100094042,100094063,True,ERR038410,Hsa-Mir-17-P1d_pri
147,20,1,-40.2,1,31,3,0.91,0,31,0,4,147,mapped_mirna_ERR038410:miRCluster_179_23:chr7:130496126_130496148+,7,130496126,130496148,True,ERR038410,Hsa-Mir-335_pri
148,19,1,-33.9,1,27,3,0.86,0,27,0,3,148,mapped_mirna_ERR038410:miRCluster_196_24:chr7:130876747_130876770-,7,130876747,130876770,True,ERR038410,Hsa-Mir-29-P2b_pri
149,19,1,-39.0,1,34,3,0.95,0,34,0,3,149,mapped_mirna_ERR038410:miRCluster_197_24:chr7:130877467_130877490-,7,130877467,130877490,True,ERR038410,Hsa-Mir-29-P1b-v1_pri
150,21,1,-65.6,1,36,8,1.0,0,36,0,4,150,mapped_mirna_ERR038410:miRCluster_199_22:chr8:41660444_41660465+,8,41660444,41660465,True,ERR038410,Hsa-Mir-486_pri
151,21,1,-69.4,1,35,1,1.0,0,35,0,2,151,mapped_mirna_ERR038410:miRCluster_208_22:chr8:41660484_41660505-,8,41660484,41660505,True,ERR038410,Hsa-Mir-486_pri
152,17,0,-36.9,1,31,3,0.85,1,31,0,4,152,mapped_mirna_ERR038410:miRCluster_215_22:chr8:134800532_134800553-,8,134800532,134800553,True,ERR038410,Hsa-Mir-30-P2a_pri
153,19,0,-36.9,1,31,1,0.86,1,31,0,4,153,mapped_mirna_ERR038410:miRCluster_216_22:chr8:134800570_134800591-,8,134800570,134800591,True,ERR038410,Hsa-Mir-30-P2a_pri
154,18,1,-35.4,1,31,2,0.82,0,31,0,5,154,mapped_mirna_ERR038410:miRCluster_217_24:chr8:134804917_134804940-,8,134804917,134804940,True,ERR038410,Hsa-Mir-30-P1a_pri
155,20,1,-30.3,1,31,1,1.0,0,31,0,3,155,mapped_mirna_ERR038410:miRCluster_221_25:chr9:4850344_4850368+,9,4850344,4850368,True,ERR038410,Hsa-Mir-101-P2-v1_pri
156,18,1,-41.0,1,29,1,0.86,0,29,0,4,156,mapped_mirna_ERR038410:miRCluster_249_22:chr9:70810031_70810052-,9,70810031,70810052,True,ERR038410,Hsa-Mir-204-P2_pri
157,21,1,-41.4,1,40,15,0.95,0,40,0,5,157,mapped_mirna_ERR038410:miRCluster_224_26:chr9:94175961_94175986+,9,94175961,94175986,True,ERR038410,Hsa-Let-7-P2a1_pri
158,21,1,-48.6,1,40,9,0.95,0,40,0,3,158,mapped_mirna_ERR038410:miRCluster_225_25:chr9:94176352_94176376+,9,94176352,94176376,True,ERR038410,Hsa-Let-7-P2b1_pri
159,20,1,-48.3,1,37,9,0.95,0,37,0,4,159,mapped_mirna_ERR038410:miRCluster_226_24:chr9:94178841_94178864+,9,94178841,94178864,True,ERR038410,Hsa-Let-7-P2c1_pri
160,20,0,-31.2,1,29,1,0.95,1,29,0,6,160,mapped_mirna_ERR038410:miRCluster_228_23:chr9:95085226_95085248+,9,95085226,95085248,True,ERR038410,Hsa-Mir-23-P2_pri
161,16,0,-34.0,1,30,2,0.89,1,30,0,6,161,mapped_mirna_ERR038410:miRCluster_229_25:chr9:95085264_95085288+,9,95085264,95085288,True,ERR038410,Hsa-Mir-23-P2_pri
162,20,0,-45.7,1,36,9,0.91,1,36,0,4,162,mapped_mirna_ERR038410:miRCluster_230_23:chr9:95085463_95085485+,9,95085463,95085485,True,ERR038410,Hsa-Mir-27-P2_pri
163,19,0,-45.7,1,36,8,1.0,1,36,0,4,163,mapped_mirna_ERR038410:miRCluster_231_23:chr9:95085504_95085526+,9,95085504,95085526,True,ERR038410,Hsa-Mir-27-P2_pri
164,18,1,-28.9,1,27,2,0.82,0,27,0,6,164,mapped_mirna_ERR038410:miRCluster_233_23:chr9:95086064_95086086+,9,95086064,95086086,True,ERR038410,Hsa-Mir-24-P2_pri
165,20,1,-42.1,1,36,7,0.95,0,36,0,4,165,mapped_mirna_ERR038410:miRCluster_254_23:chr9:109046271_109046293-,9,109046271,109046293,True,ERR038410,Hsa-Mir-32_pri
166,18,0,-42.1,1,30,3,0.86,1,30,0,5,166,mapped_mirna_ERR038410:miRCluster_235_25:chr9:114209448_114209472+,9,114209448,114209472,True,ERR038410,Hsa-Mir-455_pri
167,17,0,-40.3,1,32,6,0.85,1,32,0,6,167,mapped_mirna_ERR038410:miRCluster_236_25:chr9:114209485_114209509+,9,114209485,114209509,True,ERR038410,Hsa-Mir-455_pri
168,16,0,-46.3,1,33,4,0.76,1,33,0,4,168,mapped_mirna_ERR038410:miRCluster_240_25:chr9:124692480_124692504+,9,124692480,124692504,True,ERR038410,Hsa-Mir-181-P1b_pri
169,18,0,-46.3,1,33,2,0.9,1,33,0,4,169,mapped_mirna_ERR038410:miRCluster_241_22:chr9:124692518_124692539+,9,124692518,124692539,True,ERR038410,Hsa-Mir-181-P1b_pri
170,18,1,-34.7,1,30,5,0.82,0,30,0,4,170,mapped_mirna_ERR038410:miRCluster_242_26:chr9:124693724_124693749+,9,124693724,124693749,True,ERR038410,Hsa-Mir-181-P2b_pri
171,19,1,-36.6,1,33,4,0.9,0,33,0,6,171,mapped_mirna_ERR038410:miRCluster_255_24:chr9:128244744_128244767-,9,128244744,128244767,True,ERR038410,Hsa-Mir-199-P2-v3_pri
172,18,0,-40.1,1,30,6,0.86,1,30,0,4,172,mapped_mirna_ERR038410:miRCluster_243_23:chr9:136670616_136670638+,9,136670616,136670638,True,ERR038410,Hsa-Mir-126-P2-v2_pri
173,18,0,-40.1,1,30,7,0.86,1,30,0,4,173,mapped_mirna_ERR038410:miRCluster_244_23:chr9:136670652_136670674+,9,136670652,136670674,True,ERR038410,Hsa-Mir-126-P2-v2_pri
174,20,0,-36.5,1,35,6,0.91,1,35,0,6,174,mapped_mirna_ERR038410:miRCluster_534_24:chrX:45746179_45746202-,X,45746179,45746202,True,ERR038410,Hsa-Mir-221-P2a_pri
175,17,0,-37.9,1,35,7,0.77,1,35,0,6,175,mapped_mirna_ERR038410:miRCluster_535_25:chrX:45746219_45746243-,X,45746219,45746243,True,ERR038410,Hsa-Mir-221-P2a_pri
176,18,1,-41.8,1,31,4,0.86,0,31,0,5,176,mapped_mirna_ERR038410:miRCluster_536_25:chrX:45747032_45747056-,X,45747032,45747056,True,ERR038410,Hsa-Mir-221-P1a_pri
177,17,1,-30.8,1,27,0,0.77,0,27,0,7,177,mapped_mirna_ERR038410:miRCluster_517_23:chrX:50003167_50003189+,X,50003167,50003189,True,ERR038410,Hsa-Mir-188-P2_pri
178,16,1,-37.8,1,28,3,0.8,0,28,0,4,178,mapped_mirna_ERR038410:miRCluster_518_23:chrX:50008481_50008503+,X,50008481,50008503,True,ERR038410,Hsa-Mir-362-P2-v1_pri
179,16,1,-32.8,1,27,1,0.73,0,27,0,5,179,mapped_mirna_ERR038410:miRCluster_521_23:chrX:50013256_50013278+,X,50013256,50013278,True,ERR038410,Hsa-Mir-188-P3_pri
180,18,1,-57.0,1,33,2,0.86,0,33,0,3,180,mapped_mirna_ERR038410:miRCluster_522_23:chrX:50014649_50014671+,X,50014649,50014671,True,ERR038410,Hsa-Mir-362-P4_pri
181,20,1,-53.9,1,41,7,0.91,0,41,0,4,181,mapped_mirna_ERR038410:miRCluster_538_22:chrX:53556299_53556320-,X,53556299,53556320,True,ERR038410,Hsa-Let-7-P2b3_pri
182,21,1,-47.9,1,41,7,0.95,0,41,0,3,182,mapped_mirna_ERR038410:miRCluster_539_26:chrX:53557243_53557268-,X,53557243,53557268,True,ERR038410,Hsa-Let-7-P2a3_pri
183,18,1,-43.8,1,33,3,0.82,0,33,0,4,183,mapped_mirna_ERR038410:miRCluster_523_23:chrX:66018937_66018959+,X,66018937,66018959,True,ERR038410,Hsa-Mir-223_pri
184,19,1,-40.7,1,30,2,0.9,0,30,0,2,184,mapped_mirna_ERR038410:miRCluster_541_23:chrX:74218586_74218608-,X,74218586,74218608,True,ERR038410,Hsa-Mir-374-P2_pri
185,20,1,-35.3,1,31,2,0.95,0,31,0,3,185,mapped_mirna_ERR038410:miRCluster_543_22:chrX:74287325_74287346-,X,74287325,74287346,True,ERR038410,Hsa-Mir-374-P1_pri
186,18,1,-35.8,1,30,2,0.82,0,30,0,4,186,mapped_mirna_ERR038410:miRCluster_550_23:chrX:134169381_134169403-,X,134169381,134169403,True,ERR038410,Hsa-Mir-92-P2c_pri
187,17,1,-34.8,1,32,8,0.77,0,32,0,8,187,mapped_mirna_ERR038410:miRCluster_551_22:chrX:134169544_134169565-,X,134169544,134169565,True,ERR038410,Hsa-Mir-92-P1c_pri
188,19,1,-38.0,1,33,10,0.86,0,33,0,3,188,mapped_mirna_ERR038410:miRCluster_552_23:chrX:134169683_134169705-,X,134169683,134169705,True,ERR038410,Hsa-Mir-19-P2c_pri
189,19,1,-37.2,1,34,5,0.9,0,34,0,6,189,mapped_mirna_ERR038410:miRCluster_553_22:chrX:134170244_134170265-,X,134170244,134170265,True,ERR038410,Hsa-Mir-17-P1c_pri
190,15,1,-34.9,1,28,7,0.71,0,28,0,4,190,mapped_mirna_ERR038410:miRCluster_559_23:chrX:134541364_134541386-,X,134541364,134541386,True,ERR038410,Hsa-Mir-542-v1_pri
191,17,1,-49.9,1,34,10,0.89,0,34,0,5,191,mapped_mirna_ERR038410:miRCluster_560_23:chrX:134546371_134546393-,X,134546371,134546393,True,ERR038410,Hsa-Mir-15-P2c_pri
192,18,0,-45.9,1,35,7,0.86,1,35,0,5,192,mapped_mirna_ERR038410:miRCluster_561_22:chrX:134546643_134546664-,X,134546643,134546664,True,ERR038410,Hsa-Mir-15-P1c_pri
193,17,0,-45.9,1,35,7,0.85,1,35,0,5,193,mapped_mirna_ERR038410:miRCluster_562_23:chrX:134546680_134546702-,X,134546680,134546702,True,ERR038410,Hsa-Mir-15-P1c_pri
194,20,1,-46.4,1,32,1,0.91,0,32,0,4,194,mapped_mirna_ERR038410:miRCluster_565_24:chrX:139924194_139924217-,X,139924194,139924217,True,ERR038410,Hsa-Mir-505-v2_pri
195,12,1,-29.5,1,29,7,0.57,0,29,0,6,195,mapped_nonMirna_ERR038410:miRCluster_66_27:chr1:173867693_173867719-,1,173867693,173867719,False,ERR038410,
196,7,1,-21.7,1,16,-21,0.28,0,16,1,2,196,mapped_nonMirna_ERR038410:miRCluster_67_25:chr1:173867719_173867743-,1,173867719,173867743,False,ERR038410,
197,14,1,-17.5,1,29,17,0.58,0,29,0,7,197,mapped_nonMirna_ERR038410:miRCluster_365_25:chr11:10801468_10801492-,11,10801468,10801492,False,ERR038410,
198,7,1,-15.8,2,12,-9,0.44,0,12,0,1,198,mapped_nonMirna_ERR038410:miRCluster_351_16:chr11:33658775_33658790+,11,33658775,33658790,False,ERR038410,
199,10,1,-11.1,1,18,-3,0.71,0,18,0,4,199,mapped_nonMirna_ERR038410:miRCluster_370_16:chr11:60756990_60757005-,11,60756990,60757005,False,ERR038410,
200,14,1,-7.4,2,15,-4,0.7,0,15,0,2,200,mapped_nonMirna_ERR038410:miRCluster_386_26:chr11:62855341_62855366-,11,62855341,62855366,False,ERR038410,
201,14,1,-15.1,1,28,7,0.7,0,28,0,5,201,mapped_nonMirna_ERR038410:miRCluster_390_24:chr11:93731549_93731572-,11,93731549,93731572,False,ERR038410,
202,14,1,-14.9,1,22,1,0.88,0,22,0,4,202,mapped_nonMirna_ERR038410:miRCluster_362_16:chr11:127828651_127828666+,11,127828651,127828666,False,ERR038410,
203,18,1,-17.0,1,23,5,0.78,0,23,0,5,203,mapped_nonMirna_ERR038410:miRCluster_463_23:chr14:22849196_22849218+,14,22849196,22849218,False,ERR038410,
204,10,1,-8.2,1,13,-14,0.53,0,13,1,3,204,mapped_nonMirna_ERR038410:miRCluster_465_19:chr14:27055618_27055636+,14,27055618,27055636,False,ERR038410,
205,13,1,-10.5,2,19,-4,0.57,0,19,0,3,205,mapped_nonMirna_ERR038410:miRCluster_493_25:chr15:25194944_25194968+,15,25194944,25194968,False,ERR038410,
206,15,1,-27.6,2,33,-3,0.68,0,33,0,4,206,mapped_nonMirna_ERR038410:miRCluster_495_26:chr15:25250882_25250907+,15,25250882,25250907,False,ERR038410,
207,7,1,-4.3,1,5,-14,0.41,0,5,1,1,207,mapped_nonMirna_ERR038410:miRCluster_508_17:chr15:71543665_71543681-,15,71543665,71543681,False,ERR038410,
208,11,1,-25.3,2,31,11,0.61,0,31,0,5,208,mapped_nonMirna_ERR038410:miRCluster_535_22:chr16:2155084_2155105-,16,2155084,2155105,False,ERR038410,
209,16,1,-30.5,1,30,20,0.67,0,30,0,5,209,mapped_nonMirna_ERR038410:miRCluster_531_26:chr16:89561450_89561475+,16,89561450,89561475,False,ERR038410,
210,8,1,-38.5,1,36,19,0.47,0,36,0,5,210,mapped_nonMirna_ERR038410:miRCluster_552_19:chr17:16440036_16440054+,17,16440036,16440054,False,ERR038410,
211,9,0,-11.1,2,13,-19,0.45,1,13,1,2,211,mapped_nonMirna_ERR038410:miRCluster_566_26:chr17:64146081_64146106+,17,64146081,64146106,False,ERR038410,
212,10,1,-9.8,2,13,-1,0.59,0,13,0,2,212,mapped_nonMirna_ERR038410:miRCluster_604_20:chr19:10109762_10109781+,19,10109762,10109781,False,ERR038410,
213,15,1,-21.6,2,36,-25,0.79,0,36,0,7,213,mapped_nonMirna_ERR038410:miRCluster_84_19:chr2:198287061_198287079+,2,198287061,198287079,False,ERR038410,
214,9,1,-4.9,1,16,-4,0.43,0,16,0,4,214,mapped_nonMirna_ERR038410:miRCluster_641_28:chr20:2462991_2463018-,20,2462991,2463018,False,ERR038410,
215,20,1,-46.1,1,40,7,0.95,0,40,0,4,215,mapped_nonMirna_ERR038410:miRCluster_654_25:chr22:46112751_46112775+,22,46112751,46112775,False,ERR038410,Hsa-Let-7-P2a2_pri
216,7,1,-4.4,1,11,-12,0.37,0,11,1,2,216,mapped_nonMirna_ERR038410:miRCluster_149_20:chr3:160515217_160515236-,3,160515217,160515236,False,ERR038410,
217,9,1,-15.1,1,14,-12,0.53,0,14,1,2,217,mapped_nonMirna_ERR038410:miRCluster_169_19:chr4:73419587_73419605+,4,73419587,73419605,False,ERR038410,
218,16,1,-13.8,3,23,-26,0.89,0,23,0,2,218,mapped_nonMirna_ERR038410:miRCluster_171_20:chr4:89731962_89731981+,4,89731962,89731981,False,ERR038410,
219,16,1,-24.2,2,32,2,0.76,0,32,0,4,219,mapped_nonMirna_ERR038410:miRCluster_234_25:chr6:132815352_132815376+,6,132815352,132815376,False,ERR038410,
220,8,1,-20.7,2,23,-5,0.57,0,23,0,4,220,mapped_nonMirna_ERR038410:miRCluster_664_16:chrX:71784326_71784341+,X,71784326,71784341,False,ERR038410,
221,20,0,-42.9,1,34,5,0.95,1,34,0,6,221,mapped_mirna_ERR038413:miRCluster_2_23:chr1:1167124_1167146+,1,1167124,1167146,True,ERR038413,Hsa-Mir-8-P1a_pri
222,18,0,-40.9,1,32,6,0.9,1,32,0,5,222,mapped_mirna_ERR038413:miRCluster_3_25:chr1:1167160_1167184+,1,1167160,1167184,True,ERR038413,Hsa-Mir-8-P1a_pri
223,18,1,-45.5,1,32,12,0.78,0,32,0,4,223,mapped_mirna_ERR038413:miRCluster_4_23:chr1:1167916_1167938+,1,1167916,1167938,True,ERR038413,Hsa-Mir-8-P2a_pri
224,17,1,-38.8,1,29,3,0.77,0,29,0,3,224,mapped_mirna_ERR038413:miRCluster_5_22:chr1:1169055_1169076+,1,1169055,1169076,True,ERR038413,Hsa-Mir-8-P3a_pri
225,20,1,-39.2,1,35,7,0.91,0,35,0,5,225,mapped_mirna_ERR038413:miRCluster_65_23:chr1:9151734_9151756-,1,9151734,9151756,True,ERR038413,Hsa-Mir-34-P1_pri
226,20,0,-52.1,1,34,2,0.91,1,34,0,3,226,mapped_mirna_ERR038413:miRCluster_18_24:chr1:40754371_40754394+,1,40754371,40754394,True,ERR038413,Hsa-Mir-30-P1d_pri
227,21,0,-52.1,1,34,2,1.0,1,34,0,3,227,mapped_mirna_ERR038413:miRCluster_19_22:chr1:40754413_40754434+,1,40754413,40754434,True,ERR038413,Hsa-Mir-30-P1d_pri
228,13,0,-34.3,1,31,13,0.72,1,31,0,5,228,mapped_mirna_ERR038413:miRCluster_20_23:chr1:40757300_40757322+,1,40757300,40757322,True,ERR038413,Hsa-Mir-30-P2d_pri
229,17,0,-34.3,1,31,5,0.85,1,31,0,5,229,mapped_mirna_ERR038413:miRCluster_21_22:chr1:40757339_40757360+,1,40757339,40757360,True,ERR038413,Hsa-Mir-30-P2d_pri
230,20,1,-47.0,1,29,2,1.0,0,29,0,2,230,mapped_mirna_ERR038413:miRCluster_74_24:chr1:65058440_65058463-,1,65058440,65058463,True,ERR038413,Hsa-Mir-101-P1-v1_pri
231,18,1,-41.1,1,33,3,0.9,0,33,0,3,231,mapped_mirna_ERR038413:miRCluster_76_25:chr1:71067679_71067703-,1,71067679,71067703,True,ERR038413,Hsa-Mir-186_pri
232,18,1,-61.1,1,33,4,0.95,0,33,0,4,232,mapped_mirna_ERR038413:miRCluster_42_22:chr1:155195237_155195258+,1,155195237,155195258,True,ERR038413,Hsa-Mir-92-P1d_pri
233,17,1,-57.1,1,33,4,0.85,0,33,0,2,233,mapped_mirna_ERR038413:miRCluster_98_23:chr1:172138816_172138838-,1,172138816,172138838,True,ERR038413,Hsa-Mir-214-v2_pri
234,18,0,-39.6,1,32,7,0.86,1,32,0,7,234,mapped_mirna_ERR038413:miRCluster_100_24:chr1:172144553_172144576-,1,172144553,172144576,True,ERR038413,Hsa-Mir-199-P1-v3_pri
235,18,0,-39.6,1,32,4,0.82,1,32,0,7,235,mapped_mirna_ERR038413:miRCluster_101_23:chr1:172144592_172144614-,1,172144592,172144614,True,ERR038413,Hsa-Mir-199-P1-v3_pri
236,15,1,-33.2,1,29,11,0.75,0,29,0,3,236,mapped_mirna_ERR038413:miRCluster_111_25:chr1:198858924_198858948-,1,198858924,198858948,True,ERR038413,Hsa-Mir-181-P2a_pri
237,18,0,-29.6,1,31,5,0.95,1,31,0,7,237,mapped_mirna_ERR038413:miRCluster_112_23:chr1:198859069_198859091-,1,198859069,198859091,True,ERR038413,Hsa-Mir-181-P1a_pri
238,16,0,-28.3,1,31,7,0.76,1,31,0,7,238,mapped_mirna_ERR038413:miRCluster_113_25:chr1:198859106_198859130-,1,198859106,198859130,True,ERR038413,Hsa-Mir-181-P1a_pri
239,19,0,-34.6,1,31,2,0.86,1,31,0,4,239,mapped_mirna_ERR038413:miRCluster_114_24:chr1:207801864_207801887-,1,207801864,207801887,True,ERR038413,Hsa-Mir-29-P2d_pri
240,16,0,-34.8,1,31,4,0.84,1,31,0,4,240,mapped_mirna_ERR038413:miRCluster_115_25:chr1:207801900_207801924-,1,207801900,207801924,True,ERR038413,Hsa-Mir-29-P2d_pri
241,19,1,-34.7,1,35,3,0.95,0,35,0,5,241,mapped_mirna_ERR038413:miRCluster_116_24:chr1:207802450_207802473-,1,207802450,207802473,True,ERR038413,Hsa-Mir-29-P1d-v1_pri
242,16,1,-31.0,1,30,3,0.84,0,30,0,5,242,mapped_mirna_ERR038413:miRCluster_122_23:chr1:220117914_220117936-,1,220117914,220117936,True,ERR038413,Hsa-Mir-192-P1_pri
243,19,1,-38.4,1,33,4,0.86,0,33,0,5,243,mapped_mirna_ERR038413:miRCluster_123_23:chr1:220118205_220118227-,1,220118205,220118227,True,ERR038413,Hsa-Mir-194-P1_pri
244,16,1,-34.1,1,33,6,0.8,0,33,0,6,244,mapped_mirna_ERR038413:miRCluster_762_24:chr10:17845158_17845181+,10,17845158,17845181,True,ERR038413,Hsa-Mir-511_pri
245,18,1,-35.1,1,35,5,0.86,0,35,0,6,245,mapped_mirna_ERR038413:miRCluster_801_25:chr10:89592755_89592779-,10,89592755,89592779,True,ERR038413,Hsa-Mir-103-P1_pri
246,18,1,-38.1,1,30,3,0.82,0,30,0,6,246,mapped_mirna_ERR038413:miRCluster_775_25:chr10:102436520_102436544+,10,102436520,102436544,True,ERR038413,Hsa-Mir-146-P1_pri
247,16,0,-38.9,1,31,6,0.76,1,31,0,7,247,mapped_mirna_ERR038413:miRCluster_804_24:chr10:103394299_103394322-,10,103394299,103394322,True,ERR038413,Hsa-Mir-1307_pri
248,16,0,-38.9,1,31,6,0.76,1,31,0,7,248,mapped_mirna_ERR038413:miRCluster_805_23:chr10:103394339_103394361-,10,103394339,103394361,True,ERR038413,Hsa-Mir-1307_pri
249,15,1,-38.1,1,29,8,0.71,0,29,0,3,249,mapped_mirna_ERR038413:miRCluster_816_21:chr10:130962638_130962658-,10,130962638,130962658,True,ERR038413,
250,18,1,-53.6,1,34,5,0.86,0,34,0,6,250,mapped_mirna_ERR038413:miRCluster_846_26:chr11:2134177_2134202-,11,2134177,2134202,True,ERR038413,Hsa-Mir-483_pri
251,18,0,-36.9,1,29,4,0.86,1,29,0,5,251,mapped_mirna_ERR038413:miRCluster_859_24:chr11:64891159_64891182-,11,64891159,64891182,True,ERR038413,Hsa-Mir-192-P2_pri
252,19,0,-38.8,1,31,2,0.95,1,31,0,6,252,mapped_mirna_ERR038413:miRCluster_860_27:chr11:64891199_64891225-,11,64891199,64891225,True,ERR038413,Hsa-Mir-192-P2_pri
253,18,0,-49.8,1,34,4,0.95,1,34,0,5,253,mapped_mirna_ERR038413:miRCluster_861_21:chr11:64891369_64891389-,11,64891369,64891389,True,ERR038413,Hsa-Mir-194-P2_pri
254,19,0,-48.8,1,34,6,0.86,1,34,0,5,254,mapped_mirna_ERR038413:miRCluster_862_24:chr11:64891403_64891426-,11,64891403,64891426,True,ERR038413,Hsa-Mir-194-P2_pri
255,20,0,-44.5,1,33,2,0.91,1,33,0,6,255,mapped_mirna_ERR038413:miRCluster_866_23:chr11:72615066_72615088-,11,72615066,72615088,True,ERR038413,Hsa-Mir-139_pri
256,19,0,-46.0,1,33,2,0.9,1,33,0,6,256,mapped_mirna_ERR038413:miRCluster_867_23:chr11:72615102_72615124-,11,72615102,72615124,True,ERR038413,Hsa-Mir-139_pri
257,18,1,-30.0,1,31,3,0.82,0,31,0,6,257,mapped_mirna_ERR038413:miRCluster_841_23:chr11:111513451_111513473+,11,111513451,111513473,True,ERR038413,Hsa-Mir-34-P2b_pri
258,19,1,-41.1,1,34,6,0.86,0,34,0,5,258,mapped_mirna_ERR038413:miRCluster_882_23:chr11:122099808_122099830-,11,122099808,122099830,True,ERR038413,Hsa-Mir-10-P3d_pri
259,19,1,-37.4,1,32,12,0.86,0,32,0,5,259,mapped_mirna_ERR038413:miRCluster_883_27:chr11:122146565_122146591-,11,122146565,122146591,True,ERR038413,Hsa-Let-7-P1d_pri
260,17,1,-30.5,1,27,1,0.81,0,27,0,5,260,mapped_mirna_ERR038413:miRCluster_884_22:chr11:122152275_122152296-,11,122152275,122152296,True,ERR038413,Hsa-Mir-10-P2d_pri
261,19,1,-31.0,1,33,2,0.9,0,33,0,5,261,mapped_mirna_ERR038413:miRCluster_898_22:chr12:54337278_54337299+,12,54337278,54337299,True,ERR038413,Hsa-Mir-148-P4_pri
262,18,1,-41.8,1,30,1,0.86,0,30,0,3,262,mapped_mirna_ERR038413:miRCluster_929_25:chr12:57824655_57824679-,12,57824655,57824679,True,ERR038413,Hsa-Mir-26-P4_pri
263,19,1,-52.5,1,39,9,0.9,0,39,0,6,263,mapped_mirna_ERR038413:miRCluster_900_24:chr12:62603690_62603713+,12,62603690,62603713,True,ERR038413,Hsa-Let-7-P2c2_pri
264,18,1,-43.4,1,30,1,0.9,0,30,0,4,264,mapped_mirna_ERR038413:miRCluster_906_21:chr12:95308480_95308500+,12,95308480,95308500,True,ERR038413,Hsa-Mir-331_pri
265,19,1,-37.3,1,33,7,0.86,0,33,0,5,265,mapped_mirna_ERR038413:miRCluster_979_24:chr13:50049025_50049048-,13,50049025,50049048,True,ERR038413,Hsa-Mir-15-P2a_pri
266,17,1,-31.0,1,23,1,0.81,0,23,0,2,266,mapped_mirna_ERR038413:miRCluster_980_23:chr13:50049166_50049188-,13,50049166,50049188,True,ERR038413,Hsa-Mir-15-P1a_pri
267,17,0,-35.3,1,31,3,0.77,1,31,0,6,267,mapped_mirna_ERR038413:miRCluster_954_23:chr13:91350618_91350640+,13,91350618,91350640,True,ERR038413,Hsa-Mir-17-P1a_pri
268,17,0,-35.3,1,31,5,0.77,1,31,0,6,268,mapped_mirna_ERR038413:miRCluster_955_25:chr13:91350655_91350679+,13,91350655,91350679,True,ERR038413,Hsa-Mir-17-P1a_pri
269,20,1,-38.3,1,32,1,0.91,0,32,0,4,269,mapped_mirna_ERR038413:miRCluster_957_23:chr13:91351072_91351094+,13,91351072,91351094,True,ERR038413,Hsa-Mir-17-P4a_pri
