,count_bindings_in_miRNA,exactMatchRatio,pair_state_No,mFE,head_minus3_TemplateNucleotide_percentage,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,headUnstableLength,pair_state_Yes,tail_plus2_A_percentage,head_minus2_TemplateNucleotide_percentage,binding_count,tail_plus1_A_percentage,armType_loop,tail_plus3_A_percentage,tail_plus5_TemplateNucleotide_percentage,tail_plus1_TemplateNucleotide_percentage,interiorLoopCount,head_minus1_TemplateNucleotide_percentage,index,clusterName,chrom,start,end,miRNA,sample,annotation,ann_start,ann_end
21293,14,0.969230769231,0,-32.6,0.0,1,25,20,0.67,2,1,0.0,1.0,25,0.0,0,0.0,0.0,1.0,5,1.0,21293,mapped_nonMirna_SRR837839:miRCluster_3684_26:chr4:1974684_1974709+,4,1974684,1974709,False,SRR837839,,1974000,1975000
11614,7,0.108108108108,1,-17.8,0.409090909091,1,22,10,0.78,7,0,0.0,1.0,22,0.0,0,0.0,0.59375,1.0,5,1.0,11614,mapped_nonMirna_SRR2174517:miRCluster_7087_24:chr10:75180656_75180679+,10,75180656,75180679,False,SRR2174517,,75180000,75181000
21342,13,0.25,1,-20.0,0.0,2,23,-27,0.81,1,0,1.0,0.0,23,0.0,0,0.0,0.0,0.0,3,0.0,21342,mapped_nonMirna_SRR837839:miRCluster_4814_16:chr5:53866300_53866315-,5,53866300,53866315,False,SRR837839,,53866000,53867000
13930,13,0.157894736842,1,-20.1,0.0,1,29,20,0.72,0,0,0.0,0.0,29,0.0,0,0.0,1.0,1.0,7,0.0,13930,mapped_nonMirna_SRR333674:miRCluster_24604_23:chrX:71059865_71059887-,X,71059865,71059887,False,SRR333674,,71059000,71061000
3291,10,0.0769230769231,1,-8.3,1.0,2,10,-11,0.67,3,0,0.0,1.0,10,0.0,1,0.0,0.0,0.0,0,1.0,3291,mapped_nonMirna_ERR852099:miRCluster_2968_17:chr12:6370855_6370871+,12,6370855,6370871,False,ERR852099,,6370000,6372000
8070,3,0.772151898734,1,-20.5,1.0,2,26,12,0.18,4,0,0.78,1.0,26,0.0,0,0.0,0.961832061069,1.0,4,0.982954545455,8070,mapped_nonMirna_SRR1635903:miRCluster_24339_25:chr9:97330712_97330736+,9,97330712,97330736,False,SRR1635903,,97330000,97331000
8137,6,0.166666666667,1,-22.2,0.0,1,21,11,0.5,3,0,0.0,0.333333333333,21,0.0,0,0.0,0.285714285714,0.833333333333,5,0.75,8137,mapped_nonMirna_SRR1635903:miRCluster_57064_22:chrX:48922721_48922742-,X,48922721,48922742,False,SRR1635903,,48922000,48923000
9528,13,0.133333333333,1,-29.3,1.0,1,21,-2,0.76,4,0,0.0,1.0,21,1.0,0,0.0,0.0,0.0,4,1.0,9528,mapped_nonMirna_SRR1635908:miRCluster_10209_21:chr6:32838095_32838115-,6,32838095,32838115,False,SRR1635908,,32837000,32839000
12730,4,0.0258620689655,1,-0.1,0.0,1,8,-13,0.29,1,0,0.0,0.0,8,0.0,1,0.0,0.0,1.0,1,0.0483870967742,12730,mapped_nonMirna_SRR333658:miRCluster_33626_18:chr19:9342315_9342332+,19,9342315,9342332,False,SRR333658,,9342000,9343000
9527,11,0.790697674419,1,-18.8,1.0,1,21,1,0.69,6,0,0.0,1.0,21,1.0,0,0.0,0.0,0.608695652174,5,0.944444444444,9527,mapped_nonMirna_SRR1635908:miRCluster_10203_24:chr6:32664845_32664868-,6,32664845,32664868,False,SRR1635908,,32664000,32666000
20774,6,0.416666666667,1,-13.6,0.0,2,16,-28,0.5,2,0,0.0,1.0,16,1.0,0,0.0,0.0,0.416666666667,4,0.416666666667,20774,mapped_nonMirna_SRR837839:miRCluster_8877_17:chr11:66268637_66268653+,11,66268637,66268653,False,SRR837839,,66268000,66269000
9041,8,1.0,1,-14.1,0.0,2,18,-26,0.5,1,0,0.0,0.0,18,0.0,0,0.0,0.0,1.0,2,1.0,9041,mapped_nonMirna_SRR1635908:miRCluster_24681_19:chr19:862227_862245+,19,862227,862245,False,SRR1635908,,862000,863000
7915,8,0.285714285714,1,-24.8,1.0,1,23,4,0.67,5,0,0.0,1.0,23,0.0,0,0.0,1.0,1.0,4,0.285714285714,7915,mapped_nonMirna_SRR1635903:miRCluster_18749_23:chr6:85615276_85615298-,6,85615276,85615298,False,SRR1635903,,85615000,85616000
11809,2,0.00321802091714,1,-18.2,0.0,1,13,-14,0.12,1,0,0.0,0.0,13,0.0,0,0.0,0.0,0.0,2,0.0,11809,mapped_nonMirna_SRR2174517:miRCluster_12140_16:chr19:47755330_47755345+,19,47755330,47755345,False,SRR2174517,,47755000,47756000
6237,10,1.0,1,-22.1,1.0,1,18,-1,0.59,4,0,0.0,1.0,18,0.0,0,0.0,1.0,1.0,6,1.0,6237,mapped_nonMirna_SRR1291269:miRCluster_3737_27:chr10:101818407_101818433-,10,101818407,101818433,False,SRR1291269,,101818000,101819000
19840,10,1.0,1,-15.0,1.0,1,24,3,0.56,3,0,0.0,1.0,24,0.0,0,0.0,0.0,0.0,5,1.0,19840,mapped_nonMirna_SRR567638:miRCluster_1564_21:chr9:116399737_116399757+,9,116399737,116399757,False,SRR567638,,116399000,116400000
9412,12,0.545454545455,1,-15.5,1.0,2,28,3,0.86,3,0,1.0,1.0,28,0.0,0,0.88,1.0,1.0,3,1.0,9412,mapped_nonMirna_SRR1635908:miRCluster_6420_24:chr3:152300057_152300080+,3,152300057,152300080,False,SRR1635908,,152299000,152301000
18093,11,0.6,1,-9.5,1.0,1,19,-3,0.61,4,0,0.0,1.0,19,0.0,0,0.0,0.0,0.75,4,0.75,18093,mapped_nonMirna_SRR553576:miRCluster_10702_25:chr11:107805410_107805434-,11,107805410,107805434,False,SRR553576,,107805000,107806000
7833,15,0.0441988950276,1,-51.7,1.0,1,35,20,0.88,5,0,0.0,1.0,35,0.0,0,0.0,0.272727272727,0.0701754385965,7,0.958904109589,7833,mapped_nonMirna_SRR1635903:miRCluster_14866_27:chr5:139680784_139680810+,5,139680784,139680810,False,SRR1635903,,139680000,139682000
9069,14,0.00536992840095,1,-33.0,0.0,2,33,3,0.82,1,0,0.0,0.0,33,0.0,0,0.0,0.0,0.0,6,1.0,9069,mapped_nonMirna_SRR1635908:miRCluster_24879_18:chr19:5261370_5261387+,19,5261370,5261387,False,SRR1635908,,5261000,5262000
444,12,0.21875,1,-14.6,0.0,2,21,-22,0.75,1,0,0.0,0.0,21,0.0,0,0.0,0.0,0.0,4,0.0,444,mapped_nonMirna_ERR038413:miRCluster_150_16:chr1:221852032_221852047-,1,221852032,221852047,False,ERR038413,,221851000,221853000
7906,12,0.8,1,-33.7,1.0,3,21,-23,0.63,4,0,0.0,1.0,21,0.0,0,0.0,1.0,1.0,1,1.0,7906,mapped_nonMirna_SRR1635903:miRCluster_17267_29:chr6:43074759_43074787+,6,43074759,43074787,False,SRR1635903,,43074000,43075000
7693,6,0.333333333333,1,-34.8,0.5,1,22,3,0.4,5,0,0.857142857143,1.0,22,1.0,0,0.0,0.416666666667,0.904761904762,4,0.363636363636,7693,mapped_nonMirna_SRR1635903:miRCluster_11295_29:chr3:47577798_47577826-,3,47577798,47577826,False,SRR1635903,,47577000,47579000
21490,12,0.0697674418605,1,-19.8,0.0,1,26,8,0.75,1,0,1.0,0.0,26,0.0,0,0.0,0.0,0.0,6,0.0,21490,mapped_nonMirna_SRR837839:miRCluster_6360_16:chr7:151625720_151625735+,7,151625720,151625735,False,SRR837839,,151625000,151626000
4332,11,0.0185185185185,1,-51.9,0.0,1,29,9,0.69,0,0,0.0,0.0,29,0.0,0,0.0,0.0,0.285714285714,8,0.0,4332,mapped_nonMirna_ERR973611:miRCluster_20545_19:chr20:34825599_34825617-,20,34825599,34825617,False,ERR973611,,34825000,34826000
7432,5,0.411764705882,1,-29.7,1.0,1,17,-7,0.42,4,0,1.0,1.0,17,0.0,0,0.0,0.411764705882,1.0,2,0.411764705882,7432,mapped_nonMirna_SRR1635903:miRCluster_48743_21:chr19:38374663_38374683+,19,38374663,38374683,False,SRR1635903,,38374000,38375000
7965,15,0.421052631579,1,-25.5,0.0,1,24,-1,0.83,1,0,0.0,0.0,24,0.0,0,1.0,0.533333333333,1.0,5,0.0,7965,mapped_nonMirna_SRR1635903:miRCluster_19879_25:chr7:74689177_74689201+,7,74689177,74689201,False,SRR1635903,,74688000,74690000
9282,11,0.583333333333,1,-19.9,0.0,1,15,-9,0.58,1,0,0.0,0.0,15,0.0,1,0.0,1.0,1.0,3,1.0,9282,mapped_nonMirna_SRR1635908:miRCluster_27577_25:chr20:33443659_33443683-,20,33443659,33443683,False,SRR1635908,,33443000,33444000
9308,14,0.00159914712154,1,-69.7,1.0,2,36,-28,0.88,3,0,0.0,1.0,36,0.0,0,0.0,0.0,0.0,7,1.0,9308,mapped_nonMirna_SRR1635908:miRCluster_27338_18:chr20:62122553_62122570+,20,62122553,62122570,False,SRR1635908,,62122000,62123000
7567,9,1.0,1,-47.6,1.0,1,33,16,0.6,6,0,0.0,1.0,33,0.0,0,0.0,1.0,1.0,7,1.0,7567,mapped_nonMirna_SRR1635903:miRCluster_7833_26:chr2:241637693_241637718+,2,241637693,241637718,False,SRR1635903,,241637000,241638000
9220,5,1.0,1,-18.6,0.0,1,15,-8,0.31,2,0,0.0,1.0,15,0.0,0,0.0,0.0,1.0,2,1.0,9220,mapped_nonMirna_SRR1635908:miRCluster_5092_22:chr2:178541487_178541508-,2,178541487,178541508,False,SRR1635908,,178541000,178542000
1882,15,1.0,1,-19.5,1.0,3,22,-14,0.68,3,0,0.0,1.0,22,0.0,1,0.0,0.0,1.0,2,1.0,1882,mapped_nonMirna_ERR409900:miRCluster_29599_28:chr15:72199554_72199581-,15,72199554,72199581,False,ERR409900,,72199000,72200000
8718,7,0.0458333333333,1,-15.0,0.0,1,12,-11,0.41,2,0,0.0,0.0,12,0.0,1,0.0,0.0,1.0,1,1.0,8718,mapped_nonMirna_SRR1635908:miRCluster_17643_18:chr12:120159488_120159505+,12,120159488,120159505,False,SRR1635908,,120159000,120160000
7678,10,0.148148148148,1,-19.0,1.0,1,25,7,0.62,7,0,0.0,1.0,25,0.0,0,0.0,0.0,0.190476190476,3,0.296296296296,7678,mapped_nonMirna_SRR1635903:miRCluster_11091_24:chr3:15071597_15071620-,3,15071597,15071620,False,SRR1635903,,15071000,15072000
1886,7,0.166666666667,1,-9.7,1.0,1,11,-14,0.47,6,0,0.0,1.0,11,0.0,1,0.0,0.0,0.2,3,0.5,1886,mapped_nonMirna_ERR409900:miRCluster_29899_24:chr16:2767219_2767242+,16,2767219,2767242,False,ERR409900,,2767000,2768000
8076,10,0.555555555556,1,-27.9,1.0,1,23,5,0.91,10,0,0.0,1.0,23,0.0,0,0.0,1.0,0.4,4,0.555555555556,8076,mapped_nonMirna_SRR1635903:miRCluster_24483_26:chr9:121784191_121784216+,9,121784191,121784216,False,SRR1635903,,121783000,121785000
9403,8,0.6,1,-14.8,1.0,2,30,11,0.73,13,0,0.0,0.6,30,0.0,0,0.0,0.0,1.0,4,0.6,9403,mapped_nonMirna_SRR1635908:miRCluster_7104_24:chr3:129169571_129169594-,3,129169571,129169594,False,SRR1635908,,129169000,129170000
19172,9,0.2,1,-8.5,0.0,1,12,-14,0.56,0,0,0.0,0.0,12,0.0,1,0.0,0.0,1.0,2,0.0,19172,mapped_nonMirna_SRR567637:miRCluster_1617_17:chr7:144963971_144963987-,7,144963971,144963987,False,SRR567637,,144963000,144965000
23354,10,0.133333333333,1,-19.8,1.0,1,19,7,0.67,4,0,0.0,1.0,19,0.0,0,0.0,0.0,0.0,4,0.181818181818,23354,mapped_nonMirna_SRR944031:miRCluster_2202_19:chr2:85327000_85327018-,2,85327000,85327018,False,SRR944031,,85326000,85328000
12862,6,0.115384615385,1,-34.4,0.9,2,24,-18,0.86,9,0,0.0,0.692307692308,24,0.0,0,0.0,0.55,1.0,3,0.769230769231,12862,mapped_nonMirna_SRR333658:miRCluster_7381_20:chr3:41199636_41199655+,3,41199636,41199655,False,SRR333658,,41199000,41200000
4093,6,0.117647058824,1,-10.1,1.0,1,13,-11,0.46,6,0,0.0,1.0,13,0.0,1,0.0,0.0,0.0,3,0.764705882353,4093,mapped_nonMirna_ERR973611:miRCluster_11958_19:chr11:62613796_62613814+,11,62613796,62613814,False,ERR973611,,62613000,62615000
12508,13,0.2,1,-19.3,0.0,1,15,-1,0.81,1,0,0.0,0.0,15,0.0,0,0.0,0.0,0.5,2,1.0,12508,mapped_nonMirna_SRR333658:miRCluster_20049_18:chr10:97673975_97673992+,10,97673975,97673992,False,SRR333658,,97673000,97675000
11558,6,0.0125698324022,1,-17.8,0.0,1,18,-2,0.4,3,0,0.0268948655257,1.0,18,0.0,0,0.0,0.0,0.0,5,1.0,11558,mapped_nonMirna_SRR2174517:miRCluster_158_17:chr1:2876375_2876391+,1,2876375,2876391,False,SRR2174517,,2876000,2877000
2824,12,0.148148148148,1,-20.9,1.0,1,20,-2,0.63,4,0,0.0,1.0,20,0.0,0,0.0,0.0,1.0,4,1.0,2824,mapped_nonMirna_ERR852097:miRCluster_3925_22:chrX:126472709_126472730-,X,126472709,126472730,False,ERR852097,,126472000,126473000
7612,9,0.0966183574879,1,-45.3,1.0,2,30,-1,0.82,5,0,0.0,0.821180555556,30,0.0,0,0.984962406015,0.953488372093,0.625615763547,4,0.785829307568,7612,mapped_nonMirna_SRR1635903:miRCluster_53897_17:chr21:36156774_36156790-,21,36156774,36156790,False,SRR1635903,,36156000,36157000
2731,14,0.000713775874375,1,-12.9,0.0,2,17,-23,0.88,2,0,0.75,0.00200601805416,17,1.0,0,0.0224489795918,0.0,0.0,2,1.0,2731,mapped_nonMirna_ERR852097:miRCluster_832_17:chr3:148133260_148133276+,3,148133260,148133276,False,ERR852097,,148133000,148134000
12918,8,0.0188679245283,1,-11.5,0.0,1,14,-1,0.5,3,0,0.0,0.990654205607,14,0.0,0,0.0,0.0,0.0,3,1.0,12918,mapped_nonMirna_SRR333658:miRCluster_11224_18:chr5:71883598_71883615+,5,71883598,71883615,False,SRR333658,,71883000,71884000
7509,15,1.0,1,-30.5,1.0,2,26,-6,0.65,3,0,0.0,1.0,26,0.0,0,0.0,0.0,0.0,5,1.0,7509,mapped_nonMirna_SRR1635903:miRCluster_8509_26:chr2:85341397_85341422-,2,85341397,85341422,False,SRR1635903,,85341000,85342000
5163,7,0.117647058824,1,-19.4,1.0,3,23,-24,0.47,7,0,0.0,1.0,23,0.0,0,0.0,0.0,0.4,3,0.142857142857,5163,mapped_nonMirna_ERR973613:miRCluster_15874_23:chr16:15600519_15600541-,16,15600519,15600541,False,ERR973613,,15600000,15601000
454,13,1.0,1,-23.2,0.0,2,28,4,0.62,0,0,0.0,0.0,28,0.0,0,0.0,0.0,1.0,2,0.0,454,mapped_nonMirna_ERR038413:miRCluster_1068_22:chr14:45110887_45110908+,14,45110887,45110908,False,ERR038413,,45110000,45112000
15395,10,0.294117647059,1,-14.0,0.0,1,21,0,0.91,1,0,0.0,0.0,21,0.0,0,0.25,0.0,0.529411764706,4,0.647058823529,15395,mapped_nonMirna_SRR372648:miRCluster_885_16:chr2:49672521_49672536-,2,49672521,49672536,False,SRR372648,,49672000,49673000
13903,5,1.0,1,-20.7,1.0,2,18,-27,0.26,3,0,0.0,1.0,18,0.0,0,0.0,1.0,1.0,3,1.0,13903,mapped_nonMirna_SRR333674:miRCluster_12047_28:chr9:121328937_121328964+,9,121328937,121328964,False,SRR333674,,121328000,121330000
10783,11,0.0400667779633,1,-22.5,1.0,1,14,1,0.92,6,0,0.0,0.986940298507,14,0.0,0,0.0,0.0,1.0,2,0.99634591961,10783,mapped_nonMirna_SRR2174513:miRCluster_10864_20:chr17:1043893_1043912-,17,1043893,1043912,False,SRR2174513,,1043000,1045000
18113,7,0.2,1,-15.4,0.0,2,20,6,0.54,3,0,0.0,1.0,20,0.0,0,0.0,1.0,1.0,1,0.5,18113,mapped_nonMirna_SRR553576:miRCluster_11019_20:chr12:98317833_98317852+,12,98317833,98317852,False,SRR553576,,98317000,98319000
2707,15,1.0,1,-25.9,1.0,2,30,9,0.75,5,0,0.0,1.0,30,0.0,0,0.0,0.0,0.0,6,1.0,2707,mapped_nonMirna_ERR852097:miRCluster_3601_25:chr20:49278997_49279021+,20,49278997,49279021,False,ERR852097,,49278000,49280000
1842,10,1.0,0,-14.9,0.0,1,25,6,0.56,1,1,0.0,0.0,25,0.0,0,0.0,0.0,1.0,5,1.0,1842,mapped_nonMirna_ERR409900:miRCluster_27648_21:chr14:100972104_100972124+,14,100972104,100972124,False,ERR409900,,100971000,100973000
10865,10,0.0145348837209,1,-20.4,0.0,1,28,20,0.67,2,0,0.0,0.0204081632653,28,0.0,0,0.0,0.0,0.0,5,1.0,10865,mapped_nonMirna_SRR2174513:miRCluster_1876_16:chr2:144400746_144400761+,2,144400746,144400761,False,SRR2174513,,144400000,144401000
7553,9,0.4,1,-51.4,1.0,1,31,21,0.69,5,0,0.0,1.0,31,0.0,0,0.0,1.0,1.0,7,0.4,7553,mapped_nonMirna_SRR1635903:miRCluster_7568_25:chr2:219544067_219544091+,2,219544067,219544091,False,SRR1635903,,219543000,219545000
9086,14,0.527777777778,1,-29.4,1.0,1,23,3,0.88,4,0,0.0,0.791666666667,23,0.0,0,0.0,0.0,1.0,3,0.866666666667,9086,mapped_nonMirna_SRR1635908:miRCluster_26393_22:chr19:15247179_15247200-,19,15247179,15247200,False,SRR1635908,,15246000,15248000
18086,10,0.00166481687014,1,-31.1,0.0,1,19,2,0.67,2,0,0.0,0.0,19,1.0,0,0.0,0.0,0.159557661927,4,0.9977827051,18086,mapped_nonMirna_SRR553576:miRCluster_9991_16:chr11:64226165_64226180+,11,64226165,64226180,False,SRR553576,,64225000,64227000
18394,9,0.0540540540541,1,-15.8,0.0,1,21,10,0.64,2,0,0.0,0.0,21,0.0,0,0.0,0.0,1.0,4,1.0,18394,mapped_nonMirna_SRR553576:miRCluster_4293_17:chr4:32728718_32728734-,4,32728718,32728734,False,SRR553576,,32728000,32729000
8041,9,0.125,1,-30.1,0.5,1,21,6,0.69,6,0,0.214285714286,0.625,21,1.0,0,0.454545454545,0.0,0.4375,4,0.6875,8041,mapped_nonMirna_SRR1635903:miRCluster_23739_23:chr8:143915986_143916008-,8,143915986,143916008,False,SRR1635903,,143915000,143917000
21550,7,0.0552763819095,1,-28.9,0.0,1,16,-9,0.44,1,0,0.0,0.0,16,0.0,0,0.0,0.0,0.0,3,0.0,21550,mapped_nonMirna_SRR837839:miRCluster_7509_16:chr9:104928094_104928109+,9,104928094,104928109,False,SRR837839,,104927000,104929000
8500,11,0.84,1,-14.3,1.0,1,12,-18,0.55,3,0,0.0,1.0,12,0.0,1,0.0,0.0,0.714285714286,3,1.0,8500,mapped_nonMirna_SRR1635908:miRCluster_1563_24:chr1:228288280_228288303+,1,228288280,228288303,False,SRR1635908,,228288000,228289000
1874,11,1.0,0,-21.1,1.0,1,18,-7,0.58,5,1,0.0,1.0,18,0.0,0,0.0,0.0,1.0,3,1.0,1874,mapped_nonMirna_ERR409900:miRCluster_28769_28:chr15:43531393_43531420+,15,43531393,43531420,False,ERR409900,,43531000,43532000
